i,price,dP,A,D,S,prevA,prevD,prevS,split
3181,-52,0,0,0,0,1,1,1,train
3182,-52,0,0,0,0,0,0,0,train
3183,-52,0,0,0,0,0,0,0,train
3184,-51,1,1,1,1,0,0,0,train
3185,-53,-2,1,-1,2,1,1,1,train
3186,-55,-2,1,-1,2,1,-1,2,train
3187,-55,0,0,0,0,1,-1,2,train
3188,-54,1,1,1,1,0,0,0,train
3189,-53,1,1,1,1,1,1,1,train
3190,-50,3,1,1,3,1,1,1,train
3191,-50,0,0,0,0,1,1,3,train
3192,-51,-1,1,-1,1,0,0,0,train
3193,-52,-1,1,-1,1,1,-1,1,train
3194,-51,1,1,1,1,1,-1,1,train
3195,-52,-1,1,-1,1,1,1,1,train
3196,-51,1,1,1,1,1,-1,1,train
3197,-51,0,0,0,0,1,1,1,train
3198,-51,0,0,0,0,0,0,0,train
3199,-52,-1,1,-1,1,0,0,0,train
3200,-51,1,1,1,1,1,-1,1,test
3201,-51,0,0,0,0,1,1,1,test
3202,-51,0,0,0,0,0,0,0,test
3203,-50,1,1,1,1,0,0,0,test
3204,-47,3,1,1,3,1,1,1,test
3205,-47,0,0,0,0,1,1,3,test
3206,-47,0,0,0,0,0,0,0,test
3207,-46,1,1,1,1,0,0,0,test
3208,-46,0,0,0,0,1,1,1,test
3209,-45,1,1,1,1,0,0,0,test
3210,-45,0,0,0,0,1,1,1,test
3211,-45,0,0,0,0,0,0,0,test
3212,-45,0,0,0,0,0,0,0,test
3213,-46,-1,1,-1,1,0,0,0,test
3214,-45,1,1,1,1,1,-1,1,test
3215,-46,-1,1,-1,1,1,1,1,test
3216,-45,1,1,1,1,1,-1,1,test
3217,-46,-1,1,-1,1,1,1,1,test
3218,-47,-1,1,-1,1,1,-1,1,test
3219,-46,1,1,1,1,1,-1,1,test
3220,-47,-1,1,-1,1,1,1,1,test
3221,-47,0,0,0,0,1,-1,1,test
3222,-48,-1,1,-1,1,0,0,0,test
3223,-47,1,1,1,1,1,-1,1,test
3224,-47,0,0,0,0,1,1,1,test
3225,-47,0,0,0,0,0,0,0,test
3226,-47,0,0,0,0,0,0,0,test
3227,-48,-1,1,-1,1,0,0,0,test
3228,-48,0,0,0,0,1,-1,1,test
3229,-48,0,0,0,0,0,0,0,test
3230,-48,0,0,0,0,0,0,0,test
3231,-49,-1,1,-1,1,0,0,0,test
3232,-50,-1,1,-1,1,1,-1,1,test
3233,-49,1,1,1,1,1,-1,1,test
3234,-49,0,0,0,0,1,1,1,test
3235,-49,0,0,0,0,0,0,0,test
3236,-50,-1,1,-1,1,0,0,0,test
3237,-50,0,0,0,0,1,-1,1,test
3238,-49,1,1,1,1,0,0,0,test
3239,-50,-1,1,-1,1,1,1,1,test
3240,-51,-1,1,-1,1,1,-1,1,test
3241,-49,2,1,1,2,1,-1,1,test
3242,-52,-3,1,-1,3,1,1,2,test
3243,-50,2,1,1,2,1,-1,3,test
3244,-50,0,0,0,0,1,1,2,test
3245,-53,-3,1,-1,3,0,0,0,test
3246,-54,-1,1,-1,1,1,-1,3,test
3247,-54,0,0,0,0,1,-1,1,test
3248,-54,0,0,0,0,0,0,0,test
3249,-53,1,1,1,1,0,0,0,test
3250,-53,0,0,0,0,1,1,1,test
3251,-54,-1,1,-1,1,0,0,0,test
3252,-55,-1,1,-1,1,1,-1,1,test
3253,-54,1,1,1,1,1,-1,1,test
3254,-55,-1,1,-1,1,1,1,1,test
3255,-54,1,1,1,1,1,-1,1,test
3256,-55,-1,1,-1,1,1,1,1,test
3257,-52,3,1,1,3,1,-1,1,test
3258,-52,0,0,0,0,1,1,3,test
3259,-52,0,0,0,0,0,0,0,test
3260,-52,0,0,0,0,0,0,0,test
3261,-52,0,0,0,0,0,0,0,test
3262,-52,0,0,0,0,0,0,0,test
3263,-54,-2,1,-1,2,0,0,0,test
3264,-54,0,0,0,0,1,-1,2,test
3265,-55,-1,1,-1,1,0,0,0,test
3266,-54,1,1,1,1,1,-1,1,test
3267,-55,-1,1,-1,1,1,1,1,test
3268,-54,1,1,1,1,1,-1,1,test
3269,-54,0,0,0,0,1,1,1,test
3270,-56,-2,1,-1,2,0,0,0,test
3271,-55,1,1,1,1,1,-1,2,test
3272,-54,1,1,1,1,1,1,1,test
3273,-53,1,1,1,1,1,1,1,test
3274,-53,0,0,0,0,1,1,1,test
3275,-52,1,1,1,1,0,0,0,test
3276,-51,1,1,1,1,1,1,1,test
3277,-52,-1,1,-1,1,1,1,1,test
3278,-48,4,1,1,4,1,-1,1,test
3279,-49,-1,1,-1,1,1,1,4,test
3280,-51,-2,1,-1,2,1,-1,1,test
3281,-49,2,1,1,2,1,-1,2,test
3282,-50,-1,1,-1,1,1,1,2,test
3283,-49,1,1,1,1,1,-1,1,test
3284,-49,0,0,0,0,1,1,1,test
3285,-50,-1,1,-1,1,0,0,0,test
3286,-50,0,0,0,0,1,-1,1,test
3287,-50,0,0,0,0,0,0,0,test
3288,-50,0,0,0,0,0,0,0,test
3289,-50,0,0,0,0,0,0,0,test
3290,-54,-4,1,-1,4,0,0,0,test
3291,-53,1,1,1,1,1,-1,4,test
3292,-51,2,1,1,2,1,1,1,test
3293,-52,-1,1,-1,1,1,1,2,test
3294,-51,1,1,1,1,1,-1,1,test
3295,-50,1,1,1,1,1,1,1,test
3296,-50,0,0,0,0,1,1,1,test
3297,-51,-1,1,-1,1,0,0,0,test
3298,-50,1,1,1,1,1,-1,1,test
3299,-49,1,1,1,1,1,1,1,test
3300,-53,-4,1,-1,4,1,1,1,test
3301,-54,-1,1,-1,1,1,-1,4,test
3302,-53,1,1,1,1,1,-1,1,test
3303,-55,-2,1,-1,2,1,1,1,test
3304,-54,1,1,1,1,1,-1,2,test
3305,-53,1,1,1,1,1,1,1,test
3306,-52,1,1,1,1,1,1,1,test
3307,-49,3,1,1,3,1,1,1,test
3308,-49,0,0,0,0,1,1,3,test
3309,-47,2,1,1,2,0,0,0,test
3310,-48,-1,1,-1,1,1,1,2,test
3311,-50,-2,1,-1,2,1,-1,1,test
3312,-50,0,0,0,0,1,-1,2,test
3313,-50,0,0,0,0,0,0,0,test
3314,-50,0,0,0,0,0,0,0,test
3315,-50,0,0,0,0,0,0,0,test
3316,-50,0,0,0,0,0,0,0,test
3317,-49,1,1,1,1,0,0,0,test
3318,-50,-1,1,-1,1,1,1,1,test
3319,-49,1,1,1,1,1,-1,1,test
3320,-46,3,1,1,3,1,1,1,test
3321,-47,-1,1,-1,1,1,1,3,test
3322,-47,0,0,0,0,1,-1,1,test
3323,-47,0,0,0,0,0,0,0,test
3324,-45,2,1,1,2,0,0,0,test
3325,-45,0,0,0,0,1,1,2,test
3326,-44,1,1,1,1,0,0,0,test
3327,-49,-5,1,-1,5,1,1,1,test
3328,-49,0,0,0,0,1,-1,5,test
3329,-49,0,0,0,0,0,0,0,test
3330,-50,-1,1,-1,1,0,0,0,test
3331,-49,1,1,1,1,1,-1,1,test
3332,-49,0,0,0,0,1,1,1,test
3333,-49,0,0,0,0,0,0,0,test
3334,-49,0,0,0,0,0,0,0,test
3335,-49,0,0,0,0,0,0,0,test
3336,-47,2,1,1,2,0,0,0,test
3337,-48,-1,1,-1,1,1,1,2,test
3338,-47,1,1,1,1,1,-1,1,test
3339,-47,0,0,0,0,1,1,1,test
3340,-47,0,0,0,0,0,0,0,test
3341,-46,1,1,1,1,0,0,0,test
3342,-47,-1,1,-1,1,1,1,1,test
3343,-46,1,1,1,1,1,-1,1,test
3344,-46,0,0,0,0,1,1,1,test
3345,-45,1,1,1,1,0,0,0,test
3346,-45,0,0,0,0,1,1,1,test
3347,-45,0,0,0,0,0,0,0,test
3348,-48,-3,1,-1,3,0,0,0,test
3349,-43,5,1,1,5,1,-1,3,test
3350,-46,-3,1,-1,3,1,1,5,test
3351,-47,-1,1,-1,1,1,-1,3,test
3352,-47,0,0,0,0,1,-1,1,test
3353,-47,0,0,0,0,0,0,0,test
3354,-47,0,0,0,0,0,0,0,test
3355,-50,-3,1,-1,3,0,0,0,test
3356,-49,1,1,1,1,1,-1,3,test
3357,-49,0,0,0,0,1,1,1,test
3358,-46,3,1,1,3,0,0,0,test
3359,-46,0,0,0,0,1,1,3,test
3360,-46,0,0,0,0,0,0,0,test
3361,-45,1,1,1,1,0,0,0,test
3362,-46,-1,1,-1,1,1,1,1,test
3363,-45,1,1,1,1,1,-1,1,test
3364,-45,0,0,0,0,1,1,1,test
3365,-45,0,0,0,0,0,0,0,test
3366,-44,1,1,1,1,0,0,0,test
3367,-46,-2,1,-1,2,1,1,1,test
3368,-47,-1,1,-1,1,1,-1,2,test
3369,-46,1,1,1,1,1,-1,1,test
3370,-49,-3,1,-1,3,1,1,1,test
3371,-48,1,1,1,1,1,-1,3,test
3372,-47,1,1,1,1,1,1,1,test
3373,-50,-3,1,-1,3,1,1,1,test
3374,-51,-1,1,-1,1,1,-1,3,test
3375,-51,0,0,0,0,1,-1,1,test
3376,-50,1,1,1,1,0,0,0,test
3377,-51,-1,1,-1,1,1,1,1,test
3378,-50,1,1,1,1,1,-1,1,test
3379,-49,1,1,1,1,1,1,1,test
3380,-51,-2,1,-1,2,1,1,1,test
3381,-50,1,1,1,1,1,-1,2,test
3382,-49,1,1,1,1,1,1,1,test
3383,-49,0,0,0,0,1,1,1,test
3384,-50,-1,1,-1,1,0,0,0,test
3385,-52,-2,1,-1,2,1,-1,1,test
3386,-53,-1,1,-1,1,1,-1,2,test
3387,-55,-2,1,-1,2,1,-1,1,test
3388,-57,-2,1,-1,2,1,-1,2,test
3389,-56,1,1,1,1,1,-1,2,test
3390,-57,-1,1,-1,1,1,1,1,test
3391,-57,0,0,0,0,1,-1,1,test
3392,-59,-2,1,-1,2,0,0,0,test
3393,-59,0,0,0,0,1,-1,2,test
3394,-59,0,0,0,0,0,0,0,test
3395,-59,0,0,0,0,0,0,0,test
3396,-63,-4,1,-1,4,0,0,0,test
3397,-55,8,1,1,8,1,-1,4,test
3398,-56,-1,1,-1,1,1,1,8,test
3399,-55,1,1,1,1,1,-1,1,test
3400,-55,0,0,0,0,1,1,1,test
3401,-58,-3,1,-1,3,0,0,0,test
3402,-58,0,0,0,0,1,-1,3,test
3403,-57,1,1,1,1,0,0,0,test
3404,-57,0,0,0,0,1,1,1,test
3405,-55,2,1,1,2,0,0,0,test
3406,-58,-3,1,-1,3,1,1,2,test
3407,-58,0,0,0,0,1,-1,3,test
3408,-58,0,0,0,0,0,0,0,test
3409,-58,0,0,0,0,0,0,0,test
3410,-58,0,0,0,0,0,0,0,test
3411,-57,1,1,1,1,0,0,0,test
3412,-58,-1,1,-1,1,1,1,1,test
3413,-57,1,1,1,1,1,-1,1,test
3414,-54,3,1,1,3,1,1,1,test
3415,-54,0,0,0,0,1,1,3,test
3416,-52,2,1,1,2,0,0,0,test
3417,-53,-1,1,-1,1,1,1,2,test
3418,-52,1,1,1,1,1,-1,1,test
3419,-53,-1,1,-1,1,1,1,1,test
3420,-51,2,1,1,2,1,-1,1,test
3421,-50,1,1,1,1,1,1,2,test
3422,-51,-1,1,-1,1,1,1,1,test
3423,-52,-1,1,-1,1,1,-1,1,test
3424,-49,3,1,1,3,1,-1,1,test
3425,-47,2,1,1,2,1,1,3,test
3426,-48,-1,1,-1,1,1,1,2,test
3427,-45,3,1,1,3,1,-1,1,test
3428,-47,-2,1,-1,2,1,1,3,test
3429,-46,1,1,1,1,1,-1,2,test
3430,-50,-4,1,-1,4,1,1,1,test
3431,-50,0,0,0,0,1,-1,4,test
3432,-49,1,1,1,1,0,0,0,test
3433,-49,0,0,0,0,1,1,1,test
3434,-48,1,1,1,1,0,0,0,test
3435,-47,1,1,1,1,1,1,1,test
3436,-46,1,1,1,1,1,1,1,test
3437,-47,-1,1,-1,1,1,1,1,test
3438,-47,0,0,0,0,1,-1,1,test
3439,-51,-4,1,-1,4,0,0,0,test
3440,-53,-2,1,-1,2,1,-1,4,test
3441,-53,0,0,0,0,1,-1,2,test
3442,-54,-1,1,-1,1,0,0,0,test
3443,-54,0,0,0,0,1,-1,1,test
3444,-54,0,0,0,0,0,0,0,test
3445,-57,-3,1,-1,3,0,0,0,test
3446,-56,1,1,1,1,1,-1,3,test
3447,-52,4,1,1,4,1,1,1,test
3448,-54,-2,1,-1,2,1,1,4,test
3449,-53,1,1,1,1,1,-1,2,test
3450,-54,-1,1,-1,1,1,1,1,test
3451,-54,0,0,0,0,1,-1,1,test
3452,-55,-1,1,-1,1,0,0,0,test
3453,-56,-1,1,-1,1,1,-1,1,test
3454,-56,0,0,0,0,1,-1,1,test
3455,-56,0,0,0,0,0,0,0,test
3456,-55,1,1,1,1,0,0,0,test
3457,-55,0,0,0,0,1,1,1,test
3458,-55,0,0,0,0,0,0,0,test
3459,-56,-1,1,-1,1,0,0,0,test
3460,-55,1,1,1,1,1,-1,1,test
3461,-55,0,0,0,0,1,1,1,test
3462,-56,-1,1,-1,1,0,0,0,test
3463,-56,0,0,0,0,1,-1,1,test
3464,-57,-1,1,-1,1,0,0,0,test
3465,-57,0,0,0,0,1,-1,1,test
3466,-58,-1,1,-1,1,0,0,0,test
3467,-58,0,0,0,0,1,-1,1,test
3468,-58,0,0,0,0,0,0,0,test
3469,-59,-1,1,-1,1,0,0,0,test
3470,-57,2,1,1,2,1,-1,1,test
3471,-54,3,1,1,3,1,1,2,test
3472,-55,-1,1,-1,1,1,1,3,test
3473,-54,1,1,1,1,1,-1,1,test
3474,-56,-2,1,-1,2,1,1,1,test
3475,-55,1,1,1,1,1,-1,2,test
3476,-56,-1,1,-1,1,1,1,1,test
3477,-57,-1,1,-1,1,1,-1,1,test
3478,-56,1,1,1,1,1,-1,1,test
3479,-57,-1,1,-1,1,1,1,1,test
3480,-56,1,1,1,1,1,-1,1,test
3481,-54,2,1,1,2,1,1,1,test
3482,-52,2,1,1,2,1,1,2,test
3483,-52,0,0,0,0,1,1,2,test
3484,-52,0,0,0,0,0,0,0,test
3485,-54,-2,1,-1,2,0,0,0,test
3486,-55,-1,1,-1,1,1,-1,2,test
3487,-55,0,0,0,0,1,-1,1,test
3488,-55,0,0,0,0,0,0,0,test
3489,-54,1,1,1,1,0,0,0,test
3490,-55,-1,1,-1,1,1,1,1,test
3491,-53,2,1,1,2,1,-1,1,test
3492,-50,3,1,1,3,1,1,2,test
3493,-55,-5,1,-1,5,1,1,3,test
3494,-57,-2,1,-1,2,1,-1,5,test
3495,-56,1,1,1,1,1,-1,2,test
3496,-55,1,1,1,1,1,1,1,test
3497,-56,-1,1,-1,1,1,1,1,test
3498,-56,0,0,0,0,1,-1,1,test
3499,-56,0,0,0,0,0,0,0,test
3500,-56,0,0,0,0,0,0,0,test
3501,-56,0,0,0,0,0,0,0,test
3502,-56,0,0,0,0,0,0,0,test
3503,-53,3,1,1,3,0,0,0,test
3504,-58,-5,1,-1,5,1,1,3,test
3505,-56,2,1,1,2,1,-1,5,test
3506,-58,-2,1,-1,2,1,1,2,test
3507,-56,2,1,1,2,1,-1,2,test
3508,-57,-1,1,-1,1,1,1,2,test
3509,-57,0,0,0,0,1,-1,1,test
3510,-56,1,1,1,1,0,0,0,test
3511,-58,-2,1,-1,2,1,1,1,test
3512,-58,0,0,0,0,1,-1,2,test
3513,-60,-2,1,-1,2,0,0,0,test
3514,-60,0,0,0,0,1,-1,2,test
3515,-57,3,1,1,3,0,0,0,test
3516,-59,-2,1,-1,2,1,1,3,test
3517,-60,-1,1,-1,1,1,-1,2,test
3518,-60,0,0,0,0,1,-1,1,test
3519,-60,0,0,0,0,0,0,0,test
3520,-60,0,0,0,0,0,0,0,test
3521,-60,0,0,0,0,0,0,0,test
3522,-60,0,0,0,0,0,0,0,test
3523,-63,-3,1,-1,3,0,0,0,test
3524,-62,1,1,1,1,1,-1,3,test
3525,-63,-1,1,-1,1,1,1,1,test
3526,-62,1,1,1,1,1,-1,1,test
3527,-62,0,0,0,0,1,1,1,test
3528,-61,1,1,1,1,0,0,0,test
3529,-61,0,0,0,0,1,1,1,test
3530,-61,0,0,0,0,0,0,0,test
3531,-60,1,1,1,1,0,0,0,test
3532,-61,-1,1,-1,1,1,1,1,test
3533,-60,1,1,1,1,1,-1,1,test
3534,-59,1,1,1,1,1,1,1,test
3535,-55,4,1,1,4,1,1,1,test
3536,-54,1,1,1,1,1,1,4,test
3537,-54,0,0,0,0,1,1,1,test
3538,-54,0,0,0,0,0,0,0,test
3539,-54,0,0,0,0,0,0,0,test
3540,-54,0,0,0,0,0,0,0,test
3541,-54,0,0,0,0,0,0,0,test
3542,-56,-2,1,-1,2,0,0,0,test
3543,-55,1,1,1,1,1,-1,2,test
3544,-56,-1,1,-1,1,1,1,1,test
3545,-56,0,0,0,0,1,-1,1,test
3546,-56,0,0,0,0,0,0,0,test
3547,-55,1,1,1,1,0,0,0,test
3548,-55,0,0,0,0,1,1,1,test
3549,-54,1,1,1,1,0,0,0,test
3550,-54,0,0,0,0,1,1,1,test
3551,-49,5,1,1,5,0,0,0,test
3552,-47,2,1,1,2,1,1,5,test
3553,-46,1,1,1,1,1,1,2,test
3554,-47,-1,1,-1,1,1,1,1,test
3555,-45,2,1,1,2,1,-1,1,test
3556,-45,0,0,0,0,1,1,2,test
3557,-45,0,0,0,0,0,0,0,test
3558,-45,0,0,0,0,0,0,0,test
3559,-45,0,0,0,0,0,0,0,test
3560,-48,-3,1,-1,3,0,0,0,test
3561,-47,1,1,1,1,1,-1,3,test
3562,-48,-1,1,-1,1,1,1,1,test
3563,-46,2,1,1,2,1,-1,1,test
3564,-47,-1,1,-1,1,1,1,2,test
3565,-46,1,1,1,1,1,-1,1,test
3566,-47,-1,1,-1,1,1,1,1,test
3567,-49,-2,1,-1,2,1,-1,1,test
3568,-50,-1,1,-1,1,1,-1,2,test
3569,-48,2,1,1,2,1,-1,1,test
3570,-48,0,0,0,0,1,1,2,test
3571,-50,-2,1,-1,2,0,0,0,test
3572,-49,1,1,1,1,1,-1,2,test
3573,-50,-1,1,-1,1,1,1,1,test
3574,-50,0,0,0,0,1,-1,1,test
3575,-49,1,1,1,1,0,0,0,test
3576,-48,1,1,1,1,1,1,1,test
3577,-47,1,1,1,1,1,1,1,test
3578,-46,1,1,1,1,1,1,1,test
3579,-47,-1,1,-1,1,1,1,1,test
3580,-47,0,0,0,0,1,-1,1,test
3581,-47,0,0,0,0,0,0,0,test
3582,-45,2,1,1,2,0,0,0,test
3583,-47,-2,1,-1,2,1,1,2,test
3584,-48,-1,1,-1,1,1,-1,2,test
3585,-47,1,1,1,1,1,-1,1,test
3586,-47,0,0,0,0,1,1,1,test
3587,-47,0,0,0,0,0,0,0,test
3588,-47,0,0,0,0,0,0,0,test
3589,-46,1,1,1,1,0,0,0,test
3590,-47,-1,1,-1,1,1,1,1,test
3591,-45,2,1,1,2,1,-1,1,test
3592,-47,-2,1,-1,2,1,1,2,test
3593,-47,0,0,0,0,1,-1,2,test
3594,-46,1,1,1,1,0,0,0,test
3595,-46,0,0,0,0,1,1,1,test
3596,-46,0,0,0,0,0,0,0,test
3597,-46,0,0,0,0,0,0,0,test
3598,-45,1,1,1,1,0,0,0,test
3599,-47,-2,1,-1,2,1,1,1,test
3600,-46,1,1,1,1,1,-1,2,test
3601,-47,-1,1,-1,1,1,1,1,test
3602,-46,1,1,1,1,1,-1,1,test
3603,-47,-1,1,-1,1,1,1,1,test
3604,-46,1,1,1,1,1,-1,1,test
3605,-47,-1,1,-1,1,1,1,1,test
3606,-45,2,1,1,2,1,-1,1,test
3607,-46,-1,1,-1,1,1,1,2,test
3608,-46,0,0,0,0,1,-1,1,test
3609,-46,0,0,0,0,0,0,0,test
3610,-45,1,1,1,1,0,0,0,test
3611,-45,0,0,0,0,1,1,1,test
3612,-45,0,0,0,0,0,0,0,test
3613,-44,1,1,1,1,0,0,0,test
3614,-45,-1,1,-1,1,1,1,1,test
3615,-47,-2,1,-1,2,1,-1,1,test
3616,-47,0,0,0,0,1,-1,2,test
3617,-48,-1,1,-1,1,0,0,0,test
3618,-46,2,1,1,2,1,-1,1,test
3619,-48,-2,1,-1,2,1,1,2,test
3620,-48,0,0,0,0,1,-1,2,test
3621,-48,0,0,0,0,0,0,0,test
3622,-48,0,0,0,0,0,0,0,test
3623,-46,2,1,1,2,0,0,0,test
3624,-48,-2,1,-1,2,1,1,2,test
3625,-49,-1,1,-1,1,1,-1,2,test
3626,-49,0,0,0,0,1,-1,1,test
3627,-52,-3,1,-1,3,0,0,0,test
3628,-51,1,1,1,1,1,-1,3,test
3629,-52,-1,1,-1,1,1,1,1,test
3630,-52,0,0,0,0,1,-1,1,test
3631,-53,-1,1,-1,1,0,0,0,test
3632,-49,4,1,1,4,1,-1,1,test
3633,-47,2,1,1,2,1,1,4,test
3634,-45,2,1,1,2,1,1,2,test
3635,-43,2,1,1,2,1,1,2,test
3636,-42,1,1,1,1,1,1,2,test
3637,-42,0,0,0,0,1,1,1,test
3638,-42,0,0,0,0,0,0,0,test
3639,-42,0,0,0,0,0,0,0,test
3640,-43,-1,1,-1,1,0,0,0,test
3641,-41,2,1,1,2,1,-1,1,test
3642,-42,-1,1,-1,1,1,1,2,test
3643,-44,-2,1,-1,2,1,-1,1,test
3644,-43,1,1,1,1,1,-1,2,test
3645,-43,0,0,0,0,1,1,1,test
3646,-42,1,1,1,1,0,0,0,test
3647,-43,-1,1,-1,1,1,1,1,test
3648,-43,0,0,0,0,1,-1,1,test
3649,-42,1,1,1,1,0,0,0,test
3650,-41,1,1,1,1,1,1,1,test
3651,-41,0,0,0,0,1,1,1,test
3652,-42,-1,1,-1,1,0,0,0,test
3653,-40,2,1,1,2,1,-1,1,test
3654,-40,0,0,0,0,1,1,2,test
3655,-39,1,1,1,1,0,0,0,test
3656,-40,-1,1,-1,1,1,1,1,test
3657,-42,-2,1,-1,2,1,-1,1,test
3658,-42,0,0,0,0,1,-1,2,test
3659,-41,1,1,1,1,0,0,0,test
3660,-42,-1,1,-1,1,1,1,1,test
3661,-41,1,1,1,1,1,-1,1,test
3662,-42,-1,1,-1,1,1,1,1,test
3663,-43,-1,1,-1,1,1,-1,1,test
3664,-42,1,1,1,1,1,-1,1,test
3665,-43,-1,1,-1,1,1,1,1,test
3666,-44,-1,1,-1,1,1,-1,1,test
3667,-41,3,1,1,3,1,-1,1,test
3668,-43,-2,1,-1,2,1,1,3,test
3669,-44,-1,1,-1,1,1,-1,2,test
3670,-39,5,1,1,5,1,-1,1,test
3671,-35,4,1,1,4,1,1,5,test
3672,-37,-2,1,-1,2,1,1,4,test
3673,-39,-2,1,-1,2,1,-1,2,test
3674,-43,-4,1,-1,4,1,-1,2,test
3675,-43,0,0,0,0,1,-1,4,test
3676,-43,0,0,0,0,0,0,0,test
3677,-44,-1,1,-1,1,0,0,0,test
3678,-43,1,1,1,1,1,-1,1,test
3679,-45,-2,1,-1,2,1,1,1,test
3680,-47,-2,1,-1,2,1,-1,2,test
3681,-45,2,1,1,2,1,-1,2,test
3682,-46,-1,1,-1,1,1,1,2,test
3683,-44,2,1,1,2,1,-1,1,test
3684,-44,0,0,0,0,1,1,2,test
3685,-44,0,0,0,0,0,0,0,test
3686,-45,-1,1,-1,1,0,0,0,test
3687,-46,-1,1,-1,1,1,-1,1,test
3688,-46,0,0,0,0,1,-1,1,test
3689,-45,1,1,1,1,0,0,0,test
3690,-45,0,0,0,0,1,1,1,test
3691,-46,-1,1,-1,1,0,0,0,test
3692,-46,0,0,0,0,1,-1,1,test
3693,-44,2,1,1,2,0,0,0,test
3694,-45,-1,1,-1,1,1,1,2,test
3695,-47,-2,1,-1,2,1,-1,1,test
3696,-47,0,0,0,0,1,-1,2,test
3697,-47,0,0,0,0,0,0,0,test
3698,-47,0,0,0,0,0,0,0,test
3699,-46,1,1,1,1,0,0,0,test
3700,-45,1,1,1,1,1,1,1,test
3701,-45,0,0,0,0,1,1,1,test
3702,-45,0,0,0,0,0,0,0,test
3703,-46,-1,1,-1,1,0,0,0,test
3704,-48,-2,1,-1,2,1,-1,1,test
3705,-48,0,0,0,0,1,-1,2,test
3706,-48,0,0,0,0,0,0,0,test
3707,-48,0,0,0,0,0,0,0,test
3708,-45,3,1,1,3,0,0,0,test
3709,-45,0,0,0,0,1,1,3,test
3710,-44,1,1,1,1,0,0,0,test
3711,-45,-1,1,-1,1,1,1,1,test
3712,-46,-1,1,-1,1,1,-1,1,test
3713,-45,1,1,1,1,1,-1,1,test
3714,-44,1,1,1,1,1,1,1,test
3715,-43,1,1,1,1,1,1,1,test
3716,-43,0,0,0,0,1,1,1,test
3717,-41,2,1,1,2,0,0,0,test
3718,-44,-3,1,-1,3,1,1,2,test
3719,-42,2,1,1,2,1,-1,3,test
3720,-43,-1,1,-1,1,1,1,2,test
3721,-44,-1,1,-1,1,1,-1,1,test
3722,-41,3,1,1,3,1,-1,1,test
3723,-40,1,1,1,1,1,1,3,test
3724,-43,-3,1,-1,3,1,1,1,test
3725,-42,1,1,1,1,1,-1,3,test
3726,-44,-2,1,-1,2,1,1,1,test
3727,-45,-1,1,-1,1,1,-1,2,test
3728,-44,1,1,1,1,1,-1,1,test
3729,-47,-3,1,-1,3,1,1,1,test
3730,-47,0,0,0,0,1,-1,3,test
3731,-47,0,0,0,0,0,0,0,test
3732,-48,-1,1,-1,1,0,0,0,test
3733,-48,0,0,0,0,1,-1,1,test
3734,-47,1,1,1,1,0,0,0,test
3735,-48,-1,1,-1,1,1,1,1,test
3736,-49,-1,1,-1,1,1,-1,1,test
3737,-48,1,1,1,1,1,-1,1,test
3738,-49,-1,1,-1,1,1,1,1,test
3739,-46,3,1,1,3,1,-1,1,test
3740,-45,1,1,1,1,1,1,3,test
3741,-46,-1,1,-1,1,1,1,1,test
3742,-44,2,1,1,2,1,-1,1,test
3743,-45,-1,1,-1,1,1,1,2,test
3744,-46,-1,1,-1,1,1,-1,1,test
3745,-45,1,1,1,1,1,-1,1,test
3746,-44,1,1,1,1,1,1,1,test
3747,-46,-2,1,-1,2,1,1,1,test
3748,-47,-1,1,-1,1,1,-1,2,test
3749,-49,-2,1,-1,2,1,-1,1,test
3750,-47,2,1,1,2,1,-1,2,test
3751,-47,0,0,0,0,1,1,2,test
3752,-47,0,0,0,0,0,0,0,test
3753,-47,0,0,0,0,0,0,0,test
3754,-46,1,1,1,1,0,0,0,test
3755,-47,-1,1,-1,1,1,1,1,test
3756,-48,-1,1,-1,1,1,-1,1,test
3757,-48,0,0,0,0,1,-1,1,test
3758,-47,1,1,1,1,0,0,0,test
3759,-46,1,1,1,1,1,1,1,test
3760,-48,-2,1,-1,2,1,1,1,test
3761,-47,1,1,1,1,1,-1,2,test
3762,-47,0,0,0,0,1,1,1,test
3763,-47,0,0,0,0,0,0,0,test
3764,-47,0,0,0,0,0,0,0,test
3765,-47,0,0,0,0,0,0,0,test
3766,-48,-1,1,-1,1,0,0,0,test
3767,-48,0,0,0,0,1,-1,1,test
3768,-46,2,1,1,2,0,0,0,test
3769,-46,0,0,0,0,1,1,2,test
3770,-46,0,0,0,0,0,0,0,test
3771,-45,1,1,1,1,0,0,0,test
3772,-46,-1,1,-1,1,1,1,1,test
3773,-46,0,0,0,0,1,-1,1,test
3774,-48,-2,1,-1,2,0,0,0,test
3775,-47,1,1,1,1,1,-1,2,test
3776,-48,-1,1,-1,1,1,1,1,test
3777,-50,-2,1,-1,2,1,-1,1,test
3778,-50,0,0,0,0,1,-1,2,test
3779,-51,-1,1,-1,1,0,0,0,test
3780,-54,-3,1,-1,3,1,-1,1,test
3781,-53,1,1,1,1,1,-1,3,test
3782,-53,0,0,0,0,1,1,1,test
3783,-53,0,0,0,0,0,0,0,test
3784,-52,1,1,1,1,0,0,0,test
3785,-52,0,0,0,0,1,1,1,test
3786,-57,-5,1,-1,5,0,0,0,test
3787,-55,2,1,1,2,1,-1,5,test
